nombre,deporte,edad,peso_kg,altura_cm,frecuencia_cardiaca_bpm,horas_entrenamiento_semana,rendimiento_score,posicion
Mauricio Vega,Fútbol,21.0,94.0,177.0,52.0,24.0,4.26,ciclista
Felipe Muñoz,Baloncesto,25.0,92.7,200.0,84.0,8.6,6.75,delantero
Tomás Gutiérrez,TENIS,16.0,89.7,187.0,85.0,16.8,8.81,corredor
Camila Díaz,Atletismo ,39.0,96.8,162.0,87.0,9.9,9.74,DEFENSA
Manuel Leal,Natación,44.0,99.8,181.0,72.0,20.4,7.85,CICLISTA
Pedro Rodríguez,RUGBY,26.0,71.5,179.0,86.0,120.0,7.65,Corredor
Roxana Salinas,Rugby,150.0,99.9,170.0,90.0,5.4,,defensa 
"Marisol Figueroa,ciclismo ,44.0,73.0,179.0,73.0,""6,6"",6.63,CORREDOR"
"Lorena Mendoza,tenis,16.0,""56,5"",195.0,46.0,7.8,3.21,DEFENSA"
María González,ATLETISMO,18.0,82.6,191.0,74.0,15.1,6.33,CICLISTA
"Manuel Leal,FÚTBOL,27.0,82.2,200.0,73.0,""24,2"",5.45,Corredor"
Mónica Ortega,BALONCESTO,20.0,,161.0,58.0,21.2,2.71,defensa
"Luis Parra,BALONCESTO,44.0,,159.0,73.0,""16,4"",7.9,DEFENSA"
Camila Díaz,ciclismo ,20.0,72.3,192.0,56.0,19.6,5.96,CICLISTA
Eduardo Soto,Voleibol,27.0,99.0,183.0,60.0,6.5,1.74,ATACANTE
"Tomás Gutiérrez,fútbol,36.0,""89,6"",164.0,63.0,20.4,15.0,Corredor"
Felipe Muñoz,Tenis,45.0,68.3,196.0,61.0,12.9,7.93,DEFENSA
"Pedro Rodríguez,VOLEIBOL,43.0,""91,1"",171.0,52.0,""20,0"",6.95,CORREDOR"
"Héctor Suárez,RUGBY,40.0,""57,2"",193.0,73.0,12.6,8.12,defensa"
"Carlos Pérez,Fútbol,39.0,""96,2"",165.0,,23.6,6.35,Nadador"
"Ricardo Álvarez,tennis,38.0,75.3,175.0,56.0,""17,7"",9.1,Mediocampista"
"Gabriela Morales,NATACIÓN,25.0,80.9,166.0,53.0,""21,9"",7.37,Portero"
"María González,Voleibol,30.0,56.2,183.0,85.0,""21,9"",1.29,MEDIOCAMPISTA"
Camila Díaz,Futbol,21.0,99.8,174.0,10.0,3.3,1.22,defensa 
Paola Romero,RUGBY,38.0,104.1,167.0,47.0,22.4,8.06,
Héctor Suárez,Baloncesto,34.0,56.1,185.0,52.0,11.9,8.02,Defensa
Camila Díaz,Natació,35.0,97.7,173.0,80.0,24.1,2.94,Nadador
Marisol Figueroa,FUTBOL,28.0,95.7,182.0,60.0,16.6,8.04,Mediocampista
"Lorena Mendoza,natacion,43.0,""95,8"",184.0,79.0,,20.0,ciclista"
"Marcela Varela,ATLETISMO,26.0,""65,6"",188.0,90.0,15.1,4.23,Portero"
"Cristian Medina,fútbol,45.0,""80,0"",182.0,63.0,13.6,4.58,NADADOR"
Roxana Salinas,Basketball,27.0,66.7,178.0,60.0,5.1,5.82,delantero 
"María González,Natación,16.0,96.5,192.0,47.0,""10,5"",,NADADOR"
"Mónica Ortega,BALONCESTO,33.0,250.0,182.0,65.0,""10,6"",,CICLISTA"
"Patricia Ramos,Atletismo ,25.0,""62,8"",186.0,63.0,8.5,6.15,Delantero"
Pilar Contreras,Volleyball,26.0,71.2,167.0,88.0,12.3,5.61,Mediocampista
Felipe Muñoz,CICLISMO,23.0,,188.0,50.0,18.1,1.54,Mediocampista
"Claudia Herrera,Atletismo ,21.0,""67,9"",177.0,90.0,""24,7"",4.65,"
"Ricardo Álvarez,Fútbol,42.0,""76,4"",,84.0,14.0,9.5,Mediocampista"
"Luis Parra,Natacion,16.0,""64,9"",179.0,57.0,""24,6"",7.14,Defensa"
"Rodrigo Sandoval,VOLEIBOL,44.0,63.3,188.0,47.0,""6,7"",4.49,MEDIOCAMPISTA"
"Rodrigo Sandoval,boxeo,28.0,""101,2"",179.0,59.0,""4,0"",8.94,MEDIOCAMPISTA"
Juan López,Volleyball,33.0,89.8,192.0,87.0,7.1,6.42,DEFENSA
"Ignacio Peña,Boxeo,39.0,""103,2"",169.0,52.0,""15,2"",3.98,CICLISTA"
César Sepúlveda,BOXEO,42.0,,199.0,54.0,19.6,1.81,ciclista
"Patricia Ramos,Futbol,33.0,""86,3"",160.0,50.0,18.8,2.87,CICLISTA"
"Natalia Cruz,tennis,28.0,62.0,183.0,87.0,""23,8"",,nadador"
Manuel Leal,Baloncesto,,60.1,177.0,84.0,24.5,9.89,mediocampista
"Isabella Castro,Tenis,26.0,""89,2"",184.0,84.0,""14,1"",1.21,CORREDOR"
"Camila Díaz,Tenis,33.0,77.1,170.0,79.0,""19,3"",1.84,Corredor"
"Gonzalo Fuentes,tenis,19.0,""72,0"",172.0,57.0,11.2,6.61,portero"
Camila Díaz,Atletismo ,35.0,104.0,194.0,72.0,20.6,9.0,Portero
"Sofía Hernández,atletismo,34.0,76.4,174.0,45.0,""19,5"",9.22,atacante"
Felipe Muñoz,Futbol,22.0,61.1,195.0,86.0,17.7,2.33,Nadador
"Roberto Castillo,futbol,39.0,""55,6"",188.0,85.0,""6,9"",9.11,nadador"
María González,atletismo,16.0,87.7,187.0,87.0,20.6,2.07,
"Mauricio Vega,Rugby,30.0,""99,0"",189.0,47.0,0.1,1.75,corredor"
Eduardo Soto,Fútbol,42.0,250.0,,64.0,8.2,7.4,DELANTERO
Nicolás Reyes,Atletismo ,30.0,92.0,194.0,63.0,23.4,7.91,portero
"César Sepúlveda,fútbol,43.0,""89,3"",181.0,49.0,10.0,1.77,atacante"
Juan López,Natacion,37.0,99.4,187.0,10.0,8.0,4.8,delantero 
"Diego Torres,Baloncesto,35.0,""101,9"",169.0,,0.1,8.34,Ciclista"
Catalina Mora,Natación,16.0,104.1,,83.0,22.9,5.32,Delantero
Natalia Cruz,ATLETISMO,21.0,60.2,199.0,52.0,6.6,4.35,portero
Mónica Ortega,boxeo,24.0,84.2,185.0,,6.2,9.73,Mediocampista
Enrique Valenzuela,rugby,31.0,69.2,198.0,60.0,12.6,7.37,ATACANTE
Tomás Gutiérrez,Rugby,26.0,71.0,173.0,70.0,7.4,1.24,Atacante
Sebastián Rojas,natacion,28.0,99.1,194.0,50.0,11.2,3.81,nadador
"Paola Romero,fútbol,27.0,""61,1"",177.0,77.0,""4,4"",5.23,MEDIOCAMPISTA"
"Tomás Gutiérrez,Tennis,,""88,3"",195.0,68.0,13.4,8.52,defensa"
"Daniela Vargas,Tenis,20.0,,192.0,53.0,""19,6"",8.02,atacante"
"Enrique Valenzuela,ciclismo ,21.0,""73,2"",160.0,50.0,17.7,,Atacante"
Carolina Ríos,BOXEO,45.0,,189.0,71.0,22.0,5.01,ATACANTE
"Luis Parra,NATACIÓN,16.0,""100,1"",197.0,76.0,""7,3"",3.03,DELANTERO"
"Gabriela Morales,basketball,,""61,6"",175.0,,9.9,1.59,Portero"
Alicia Campos,Ciclismo,17.0,91.6,186.0,,15.9,7.1,DELANTERO
Claudia Herrera,Baloncesto,26.0,92.0,179.0,67.0,5.4,8.44,
Sebastián Rojas,Rugby,19.0,96.9,195.0,69.0,3.6,,CORREDOR
Gonzalo Fuentes,Voleibol,28.0,96.5,202.0,71.0,4.1,5.44,MEDIOCAMPISTA
María González,Atletismo ,26.0,,196.0,71.0,23.5,7.34,Atacante
"Pilar Contreras,Fútbol,21.0,,195.0,46.0,""19,1"",1.27,nadador"
Daniela Vargas,ciclismo,44.0,64.3,184.0,66.0,13.2,7.98,
Ana Martínez,Tenis,36.0,81.4,192.0,55.0,17.5,7.48,Atacante
Catalina Mora,ATLETISMO,21.0,68.2,195.0,82.0,16.3,6.62,DELANTERO
Nicolás Reyes,voleibol,43.0,97.2,165.0,75.0,8.4,3.95,Ciclista
Alejandro Núñez,rugby,38.0,65.0,194.0,89.0,17.5,7.7,delantero
"Alicia Campos,Natacion,32.0,""72,9"",184.0,76.0,""5,0"",2.69,Defensa"
"Alicia Campos,Natació,25.0,""91,8"",184.0,57.0,16.2,5.04,ciclista"
Daniela Vargas,Atletismo ,42.0,94.2,192.0,57.0,5.6,8.19,portero
Camila Díaz,Basketball,34.0,87.1,177.0,69.0,14.6,9.91,Atacante
"Alejandro Núñez,Futbol,33.0,""92,4"",164.0,57.0,16.5,6.94,Mediocampista"
Rodrigo Sandoval,ATLETISMO,36.0,,162.0,70.0,16.7,5.57,
Daniela Vargas,natación,39.0,59.2,162.0,87.0,6.2,8.13,Atacante
Mónica Ortega,boxeo,26.0,,183.0,71.0,,4.14,corredor
Roberto Castillo,NATACIÓN,45.0,69.4,30.0,87.0,4.9,8.1,CORREDOR
"Alejandro Núñez,voleibol,32.0,66.8,195.0,57.0,""13,3"",,nadador"
Luis Parra,NATACIÓN,20.0,55.1,198.0,66.0,24.6,1.27,CORREDOR
"Roberto Castillo,FÚTBOL,24.0,""58,4"",195.0,47.0,17.1,5.31,defensa"
Alicia Campos,NATACIÓN,28.0,98.4,183.0,74.0,17.4,6.6,CICLISTA
Roxana Salinas,Rugby,150.0,99.9,170.0,90.0,5.4,,defensa 
"Enrique Valenzuela,Rugby,41.0,""69,0"",192.0,300.0,23.2,7.84,CORREDOR"
Pedro Rodríguez,ciclismo ,44.0,79.1,166.0,67.0,5.0,9.79,NADADOR
Claudia Herrera,RUGBY,36.0,88.2,185.0,73.0,19.7,6.54,Atacante
"Marcela Varela,rugby,16.0,""86,1"",177.0,86.0,22.7,3.03,Ciclista"
Verónica Aguilar,Natació,27.0,103.9,170.0,89.0,3.3,6.51,corredor
"Eduardo Soto,Atletismo,24.0,""56,5"",194.0,54.0,""23,4"",1.56,Nadador"
"Matías Silva,VOLEIBOL,38.0,""88,0"",202.0,71.0,""16,9"",3.25,Mediocampista"
Pedro Rodríguez,natacion,32.0,92.5,194.0,54.0,10.7,7.18,defensa
Rodrigo Sandoval,Rugby,37.0,300.0,,89.0,11.8,5.32,Ciclista
César Sepúlveda,Baloncesto,27.0,76.0,,71.0,23.0,6.59,
"Verónica Aguilar,Rugby,36.0,""80,3"",200.0,67.0,""16,0"",8.95,CORREDOR"
"Roberto Castillo,CICLISMO,38.0,""60,2"",186.0,10.0,5.9,1.15,defensa"
"Valentina Ramírez,fútbol,34.0,""95,3"",,61.0,19.9,6.38,defensa "
"Enrique Valenzuela,FÚTBOL,21.0,91.3,187.0,78.0,""10,2"",8.31,delantero "
Tomás Gutiérrez,Fútbol,39.0,58.2,186.0,47.0,17.5,9.99,
Patricio Bravo,tenis,26.0,94.9,175.0,57.0,13.7,5.42,ATACANTE
Héctor Suárez,Voleibol,19.0,92.7,181.0,54.0,0.1,9.94,Defensa
Héctor Suárez,Futbol,23.0,59.4,172.0,64.0,13.2,4.49,mediocampista
Héctor Suárez,Voleibol,,,179.0,82.0,20.6,9.86,
"Isabella Castro,CICLISMO,33.0,""63,1"",165.0,76.0,,8.93,DEFENSA"
Marcela Varela,VOLEIBOL,17.0,66.4,162.0,73.0,19.9,7.92,Atacante
Catalina Mora,Fútbol,18.0,89.8,188.0,81.0,5.1,7.05,MEDIOCAMPISTA
"Francisca Lagos,basketball,43.0,""91,4"",170.0,45.0,7.3,9.24,NADADOR"
Ana Martínez,Futbol,25.0,103.2,158.0,55.0,6.2,3.26,NADADOR
Gonzalo Fuentes,FUTBOL,37.0,97.1,167.0,79.0,16.9,7.25,defensa 
"Juan López,CICLISMO,22.0,70.9,198.0,51.0,""14,1"",4.74,delantero"
Héctor Suárez,natació,25.0,75.4,173.0,56.0,5.4,4.74,Atacante
Catalina Mora,Ciclismo,38.0,98.0,165.0,55.0,15.6,1.96,Corredor
"Marcela Varela,fútbol,24.0,""79,8"",162.0,46.0,4.8,8.99,ciclista"
Roxana Salinas,FÚTBOL,40.0,57.0,179.0,74.0,5.7,6.7,corredor
Gonzalo Fuentes,ciclismo ,38.0,68.3,166.0,71.0,6.4,9.37,atacante
Paola Romero,TENIS,26.0,74.2,199.0,,11.6,4.16,ciclista
Mauricio Vega,baloncesto,36.0,74.7,195.0,64.0,3.1,8.22,Defensa
Felipe Muñoz,rugby,39.0,79.4,199.0,52.0,7.9,4.82,
"Daniela Vargas,volleyball,38.0,""97,9"",197.0,57.0,11.2,6.51,DEFENSA"
"Manuel Leal,basketball,41.0,77.2,195.0,50.0,""20,8"",8.77,Ciclista"
Isabella Castro,ciclismo ,38.0,78.3,,63.0,7.7,2.09,corredor
"Natalia Cruz,ciclismo ,45.0,""76,6"",200.0,50.0,""4,6"",7.62,ciclista"
Valentina Ramírez,VOLEIBOL,4.0,55.1,200.0,49.0,20.3,,
"Alicia Campos,Natación,32.0,""69,5"",177.0,51.0,5.7,1.51,defensa"
Enrique Valenzuela,Voleibol,34.0,96.9,186.0,75.0,17.9,5.31,nadador
Sofía Hernández,BALONCESTO,22.0,58.6,,86.0,19.2,4.15,CORREDOR
Daniela Vargas,RUGBY,23.0,68.2,188.0,89.0,7.2,2.08,mediocampista
Ignacio Peña,baloncesto,17.0,95.8,186.0,68.0,15.4,,delantero
Juan López,ciclismo ,21.0,86.1,185.0,52.0,3.9,3.43,ciclista
"Verónica Aguilar,CICLISMO,28.0,56.2,191.0,90.0,""3,7"",,DEFENSA"
Felipe Muñoz,natacion,28.0,102.4,192.0,90.0,24.3,8.2,Atacante
"Tomás Gutiérrez,natacion,20.0,""58,0"",200.0,57.0,""11,1"",2.86,ciclista"
César Sepúlveda,Fútbol,30.0,55.2,175.0,48.0,4.4,3.86,Portero
"Andrés Flores,BALONCESTO,29.0,,173.0,49.0,""24,9"",,atacante"
Claudia Herrera,basketball,40.0,59.9,200.0,64.0,4.4,3.94,Nadador
"Lorena Mendoza,voleibol,40.0,83.9,170.0,73.0,""6,5"",1.92,Corredor"
"Enrique Valenzuela,baloncesto,45.0,""88,0"",175.0,53.0,19.9,3.5,ATACANTE"
"Roxana Salinas,ciclismo,20.0,75.0,185.0,67.0,""15,9"",4.32,PORTERO"
"Paola Romero,rugby,33.0,""78,7"",184.0,89.0,8.8,3.05,delantero"
"Rodrigo Sandoval,Atletismo,22.0,62.6,177.0,45.0,""20,3"",4.62,nadador"
"Natalia Cruz,atletismo,32.0,""101,3"",190.0,73.0,17.3,4.62,CORREDOR"
César Sepúlveda,natacion,25.0,79.6,164.0,54.0,,1.1,portero
"Pedro Rodríguez,ciclismo,22.0,,190.0,75.0,""21,5"",6.38,Portero"
Luis Parra,basketball,45.0,68.7,198.0,88.0,21.7,3.12,Ciclista
María González,FUTBOL,35.0,55.6,193.0,81.0,6.7,2.5,Portero
"Roberto Castillo,FÚTBOL,29.0,,191.0,67.0,""24,7"",8.71,Corredor"
"Enrique Valenzuela,TENIS,,""100,9"",196.0,72.0,""9,0"",5.24,portero"
Luis Parra,Natacion,20.0,80.5,160.0,66.0,17.6,2.58,DELANTERO
César Sepúlveda,BOXEO,42.0,,199.0,54.0,19.6,1.81,ciclista
Rodrigo Sandoval,BOXEO,45.0,79.8,159.0,5.0,3.7,6.6,
Paola Romero,Boxeo,17.0,59.9,200.0,79.0,6.4,4.67,Portero
"Verónica Aguilar,atletismo,44.0,""102,3"",202.0,72.0,20.4,20.0,Defensa"
Alicia Campos,RUGBY,22.0,84.2,166.0,59.0,17.6,7.31,
Pilar Contreras,VOLEIBOL,37.0,88.0,180.0,78.0,9.9,,CORREDOR
Alicia Campos,NATACIÓN,23.0,300.0,176.0,74.0,19.4,3.88,NADADOR
"Roxana Salinas,ciclismo,33.0,""97,3"",199.0,80.0,19.7,7.89,delantero"
Gabriela Morales,Natacion,45.0,56.3,174.0,69.0,9.3,1.26,ciclista
Pilar Contreras,Atletismo,35.0,104.6,191.0,69.0,8.5,6.66,ATACANTE
Sebastián Rojas,baloncesto,44.0,56.8,200.0,56.0,7.7,3.3,atacante
Camila Díaz,Natació,35.0,97.7,173.0,80.0,24.1,2.94,Nadador
"Ricardo Álvarez,baloncesto,4.0,""82,8"",162.0,74.0,""8,0"",5.8,CICLISTA"
Matías Silva,Futbol,44.0,60.8,178.0,58.0,19.2,5.68,CORREDOR
Francisca Lagos,FUTBOL,34.0,66.6,162.0,63.0,3.8,1.33,
"Gabriela Morales,tenis,33.0,""57,0"",182.0,57.0,10.4,5.41,atacante"
Tomás Gutiérrez,basketball,16.0,,190.0,79.0,5.8,2.89,Delantero
Enrique Valenzuela,natacion,45.0,94.5,187.0,51.0,14.8,6.74,
"Daniela Vargas,voleibol,42.0,""77,6"",,69.0,12.1,5.89,ciclista"
"Lorena Mendoza,voleibol,40.0,83.9,170.0,73.0,""6,5"",1.92,Corredor"
Valentina Ramírez,Basketball,44.0,77.5,163.0,,,3.04,portero
Andrés Flores,Futbol,,69.6,,68.0,120.0,7.43,nadador
"Eduardo Soto,Rugby,18.0,""72,0"",160.0,51.0,""24,8"",15.0,Ciclista"
"Daniela Vargas,Boxeo,44.0,,179.0,83.0,""7,1"",4.03,PORTERO"
Marcela Varela,Tennis,43.0,94.6,168.0,77.0,17.7,9.68,ATACANTE
Cristian Medina,Natación,24.0,,192.0,87.0,23.9,2.12,
"Pilar Contreras,BOXEO,38.0,""82,9"",190.0,46.0,10.5,2.63,defensa "
Natalia Cruz,RUGBY,16.0,86.5,196.0,84.0,5.9,1.34,CORREDOR
Manuel Leal,Boxeo,37.0,94.4,196.0,,23.1,4.62,Delantero
"Claudia Herrera,TENIS,35.0,78.0,,90.0,""3,0"",4.35,Nadador"
Eduardo Soto,NATACIÓN,29.0,55.5,164.0,81.0,13.2,1.31,Nadador
Fernanda Jiménez,tennis,29.0,95.8,183.0,50.0,23.5,2.24,portero
"Carlos Pérez,Fútbol,39.0,""96,2"",165.0,,23.6,6.35,Nadador"
Sofía Hernández,FÚTBOL,32.0,76.3,176.0,76.0,20.8,-5.0,atacante
Fernanda Jiménez,FÚTBOL,23.0,70.2,161.0,,16.4,5.34,mediocampista
"Francisca Lagos,tennis,21.0,""89,8"",169.0,57.0,10.1,7.6,DELANTERO"
"Verónica Aguilar,rugby,39.0,""90,9"",165.0,48.0,12.7,9.62,MEDIOCAMPISTA"
"Mauricio Vega,TENIS,,""72,9"",180.0,46.0,18.8,1.59,atacante"
"Patricio Bravo,NATACIÓN,4.0,""71,8"",185.0,51.0,22.9,9.79,atacante"
"Fernanda Jiménez,FUTBOL,19.0,68.6,199.0,53.0,""23,7"",8.22,ciclista"
"Andrés Flores,basketball,32.0,""62,8"",170.0,63.0,10.8,9.7,delantero "
Enrique Valenzuela,Volleyball,,65.1,171.0,88.0,,7.39,defensa
"Pilar Contreras,Rugby,24.0,83.7,187.0,77.0,""3,5"",3.22,mediocampista"
Matías Silva,Natacion,21.0,96.4,200.0,68.0,15.0,1.08,atacante
Lorena Mendoza,Boxeo,45.0,89.3,178.0,84.0,3.0,7.87,mediocampista
Alicia Campos,Tenis,20.0,,170.0,86.0,21.5,7.93,Defensa
"Marcela Varela,basketball,37.0,""72,4"",160.0,67.0,""15,0"",9.06,Nadador"
Pilar Contreras,atletismo,19.0,89.9,176.0,67.0,19.6,5.32,Mediocampista
Valentina Ramírez,Tenis,27.0,92.5,201.0,78.0,6.4,3.19,DELANTERO
Sebastián Rojas,BALONCESTO,41.0,,180.0,64.0,15.0,9.72,Delantero
Pedro Rodríguez,ATLETISMO,24.0,72.2,193.0,51.0,11.4,,DEFENSA
"Cristian Medina,Boxeo,41.0,82.0,175.0,87.0,""12,5"",8.81,"
Javiera Espinoza,TENIS,36.0,64.0,172.0,49.0,20.5,7.71,ciclista
Cristian Medina,Basketball,25.0,86.2,200.0,48.0,20.0,1.67,Ciclista
"Enrique Valenzuela,fútbol,25.0,""63,4"",173.0,58.0,8.0,3.6,DEFENSA"
"María González,NATACIÓN,18.0,58.6,172.0,50.0,""10,0"",4.36,defensa"
Roberto Castillo,volleyball,24.0,94.7,170.0,63.0,17.5,3.57,atacante
Matías Silva,CICLISMO,33.0,102.0,199.0,83.0,7.9,7.78,Defensa
"Gonzalo Fuentes,Volleyball,38.0,""60,9"",177.0,50.0,""5,5"",2.77,delantero"
Sebastián Rojas,natació,27.0,79.7,174.0,65.0,14.6,1.45,
Pilar Contreras,futbol,20.0,55.7,159.0,58.0,8.7,7.29,Delantero
Juan López,Atletismo ,38.0,92.4,183.0,72.0,9.4,8.49,PORTERO
"Patricia Ramos,rugby,36.0,""64,1"",179.0,71.0,3.4,6.85,atacante"
Marisol Figueroa,natación,44.0,102.0,161.0,82.0,17.0,1.08,delantero 
Andrés Flores,fútbol,31.0,82.1,191.0,90.0,8.5,2.14,delantero
Ignacio Peña,ciclismo ,34.0,10.0,180.0,68.0,,4.79,PORTERO
"Sebastián Rojas,Natació,44.0,55.2,194.0,82.0,""20,6"",2.31,nadador"
Mauricio Vega,Boxeo,44.0,73.8,180.0,83.0,,3.07,NADADOR
Isabella Castro,Baloncesto,39.0,89.2,186.0,69.0,16.9,9.44,
César Sepúlveda,RUGBY,40.0,91.3,165.0,77.0,4.8,2.53,ATACANTE
"Nicolás Reyes,Fútbol,31.0,""78,8"",188.0,64.0,""9,6"",6.87,DEFENSA"
Roberto Castillo,natació,41.0,76.5,175.0,56.0,21.5,5.09,Corredor
Sebastián Rojas,TENIS,16.0,85.9,187.0,65.0,7.7,1.66,Corredor
"Daniela Vargas,VOLEIBOL,36.0,103.9,194.0,56.0,""19,9"",1.36,delantero"
"Eduardo Soto,BALONCESTO,16.0,""99,1"",158.0,74.0,23.2,2.41,DELANTERO"
Cristian Medina,natación,35.0,80.0,173.0,76.0,10.6,9.8,NADADOR
Ricardo Álvarez,BALONCESTO,17.0,99.2,,78.0,4.0,2.64,Delantero
"Daniela Vargas,Rugby,20.0,""56,2"",160.0,79.0,9.1,5.81,Delantero"
"Isabella Castro,BOXEO,17.0,72.3,280.0,46.0,""19,7"",1.27,Defensa"
Mauricio Vega,TENIS,22.0,88.8,,57.0,19.0,3.1,MEDIOCAMPISTA
Carolina Ríos,Baloncesto,32.0,61.5,194.0,61.0,16.8,7.2,
Fernanda Jiménez,volleyball,38.0,87.6,191.0,68.0,4.3,1.27,nadador
Eduardo Soto,tenis,26.0,,199.0,82.0,,5.53,portero
"Isabella Castro,Tenis,21.0,""70,8"",188.0,67.0,0.1,1.75,ATACANTE"
"Juan López,Basketball,43.0,""64,2"",160.0,78.0,22.0,,DELANTERO"
Roberto Castillo,Tennis,200.0,94.3,201.0,69.0,6.4,7.93,corredor
"Alejandro Núñez,Atletismo ,44.0,""87,9"",198.0,86.0,,1.29,Delantero"
Enrique Valenzuela,Atletismo,40.0,104.6,198.0,73.0,6.0,5.29,DEFENSA
Andrés Flores,baloncesto,19.0,82.7,168.0,76.0,17.9,6.31,Defensa
Mónica Ortega,Natación,23.0,99.6,280.0,69.0,21.6,8.99,
"Sebastián Rojas,Tennis,26.0,83.6,169.0,77.0,""6,7"",5.77,defensa "
Fernanda Jiménez,tennis,40.0,77.2,172.0,45.0,10.1,6.67,CICLISTA
"Marcela Varela,Atletismo ,23.0,89.8,184.0,65.0,""19,4"",4.99,defensa "
"Alejandro Núñez,natació,36.0,""94,3"",192.0,88.0,8.7,4.79,Defensa"
Camila Díaz,natación,18.0,91.4,166.0,77.0,19.4,1.46,
Alejandro Núñez,tenis,39.0,10.0,180.0,76.0,8.0,9.42,Corredor
Javiera Espinoza,futbol,21.0,65.4,189.0,89.0,20.7,8.54,DELANTERO
"Enrique Valenzuela,TENIS,37.0,""94,6"",162.0,85.0,""14,9"",8.54,corredor"
"Eduardo Soto,Tenis,23.0,73.6,180.0,75.0,""11,0"",5.55,MEDIOCAMPISTA"
"Fernanda Jiménez,Volleyball,34.0,""81,2"",191.0,58.0,18.8,8.46,Delantero"
"Carlos Pérez,Volleyball,27.0,56.5,187.0,71.0,""13,2"",8.83,Mediocampista"
"Andrés Flores,volleyball,36.0,250.0,202.0,57.0,""15,8"",4.31,"
Cristian Medina,Natació,24.0,80.1,174.0,78.0,12.3,2.93,
Cristian Medina,Ciclismo,28.0,12.5,183.0,80.0,6.8,8.07,Delantero
César Sepúlveda,Tenis,32.0,58.0,177.0,72.0,9.7,4.09,portero
"Matías Silva,voleibol,23.0,""78,8"",177.0,55.0,23.1,1.24,Defensa"
Diego Torres,Natacion,20.0,100.3,178.0,75.0,19.8,1.94,nadador
"Juan López,natacion,,""68,2"",169.0,,3.5,3.36,Mediocampista"
Verónica Aguilar,tenis,22.0,67.7,166.0,70.0,16.4,,Portero
